transmit_tx,transmit_block,sprayed_in_block,sprayed_in_block_count,exec_b0_count,exec_b1_count,exec_b2_count,has_gatepass_within_2blocks,gatepass_block,gatepass_tx,gatepass_fee_eth,total_exec_b0_b2
0xbcb85577085bf7be741ebcc880e48525fbecbf94e075381f7452e626c0a6f5ff,38909192,0,0,0,0,1,1,38909194,0x9b2d2e4c86ac0560763d7ce4dd51d5fc852b8689be426c0f2d16c7fe1ff1e580,0.00000140183028837,1
0x6e1cfc27426ad6edf7354f5d3c586dcf915c239f7d3c69a2bbc1557f477dd948,38909221,1,1,1,0,1,1,38909223,0xf75b918673d87012208927dd0c0219e411386caeb359b99b415168fdb67fcf8a,0.00000139294339571,2
0x315a39988839643f59c97b75e8f0fbceffb2f33497189374eace179f14a63bd9,38909251,1,1,1,0,1,1,38909253,0x37808b570f1b9adc4f29b629f61cfe5468b0206f2b5e0245fd9597af218b4e28,0.000001389502002733,2
0x6c552a92782786b81d0adec155d26e77af30fa0a01b885508f218254360d918c,38909311,0,0,0,1,0,1,38909312,0xe587024b69662f02622cd82ddad476989427727c06cf757d5a7a892590316440,0.000001369418816357,1
0xbd15d23db3a6e3e29a6eeb2ce1159e68f6af69d0b638c44030199d6e86da150d,38909341,0,0,0,1,0,1,38909342,0xfa7a578c532c845fbd6834d2c737d8976bd0c181dc08afa4c2ad7caafbba844b,0.000001370704454087,1
0xd414c3711a727c6daf898e94ef3e6688f3647ba5a74aa68b5cce614f43275671,38909566,0,0,0,1,0,0,,,,1
0x096a8442cbe7e94932c4a17ec7d7d2cb020ebfd6486af7e4517da24ee33e9cbe,38909686,1,1,1,0,0,0,,,,1
0x62ed0d543dd8b8f1c21e0e950f4bbdbfed8674a1eda3aff070d8462672551125,38909747,0,0,0,0,1,0,,,,1
0x2f757a27028987c5de2952ea292546915554c6b52e2e6474ab9fef24c7bfad85,38909837,0,0,0,0,1,1,38909839,0x901b412a86e71feecedccd80fb67aa70a42709c8696dc29f0ae3704f419c8f6d,0.000001320885331747,1
0x885501147a3bf1a925810b3ecc165e6083a7155553b4d3f88de33c70e7b75d2d,38909852,1,1,1,0,0,1,38909852,0xbdf4b0a0b10e3ae2125a6f854bbd3ab21064a22b7ba999ac27fcec96096634dd,0.000001324825883888,1
0xf115b6068f8c60774f16d5962b1a2f124756f1de9c9810666a091d9c90d8a964,38909957,0,0,0,1,0,1,38909958,0xfa55aeb394d0ac6d242a53b6d842c732a2245bfc923dbd8f3726c80e00e3bf6b,0.000001332007688434,1
0x58c9719eed5e5b21eb9b63fe528870f9b13d186ed186db7abb8a8f7447418402,38909987,0,0,0,1,0,1,38909988,0x3c33669a3579f0050111c8bd32442e05e431ff950ac24421ea80c17f05f050d6,0.00000132483581677,1
